n_trades,total_usd,avg_size_usd,median_size_usd,mean_pnl,median_pnl,std_pnl,win_rate,neg_ratio,pnl_5pct,pnl_95pct
6962,39406770.25,5660.265764148233,1148.635,25.418772159436944,0.0,306.1669373872389,0.49008905486929044,0.13214593507612754,-7.377942,199.96845
133871,704158492.98,5259.977836723413,605.07,50.047621894017375,0.0,909.121795680177,0.41514592406122314,0.06693010435419172,-1.9265705,153.919993
36289,115503671.85,3182.883844966794,499.94,87.8948589207749,0.0,1148.343967656218,0.44647138251260715,0.07916999641764721,-2.6311503999999992,276.562
7141,21843234.35,3058.8481095084726,554.16,22.229712656210616,0.0,633.7048150995175,0.3171824674415348,0.07659991597815433,-6.17596,187.819284
